Date,MNST,V,VIX,AvgVIX,zscore
2018-07-10,29.78499984741211,129.48504638671875,12.640000343322754,14.287500047683716,0.733531209293851
2018-07-11,30.1200008392334,130.8680419921875,13.630000114440918,14.352000045776368,0.8406668605193
2018-07-12,30.4950008392334,132.5258026123047,12.579999923706055,14.334000062942504,0.9567951069628234
2018-07-13,30.604999542236328,132.07115173339844,12.180000305175781,14.33700008392334,1.0234660951580887
2018-07-16,30.53499984741211,131.16175842285156,12.829999923706055,14.379500102996825,1.0225797057485342
2018-07-17,31.084999084472656,132.27957153320312,12.0600004196167,14.367000102996826,1.2384217740581802
2018-07-18,30.514999389648438,133.47312927246094,12.100000381469727,14.304500102996826,0.9332228078613743
2018-07-19,30.56999969482422,132.7436981201172,12.869999885559082,14.30850009918213,0.9839589321144788
2018-07-20,30.790000915527344,133.55841064453125,12.859999656677246,14.219500064849854,1.0575579369929635
2018-07-23,30.4950008392334,132.6490020751953,12.619999885559082,14.162000036239624,0.9525256994451552
2018-07-24,30.540000915527344,132.6490020751953,12.40999984741211,13.916000032424927,0.9733549748297423
2018-07-25,31.059999465942383,135.1214141845703,12.289999961853027,13.73450002670288,1.1283677051717944
2018-07-26,30.825000762939453,134.98886108398438,12.140000343322754,13.446000051498412,1.0241869376759023
2018-07-27,30.315000534057617,133.2931671142578,13.029999732971191,13.255000019073487,0.8468854237965916
2018-07-30,29.854999542236328,129.2861328125,14.260000228881836,13.163500022888183,0.7728253452526151
2018-07-31,30.010000228881836,129.53245544433594,12.829999923706055,13.025,0.8360346522116595
2018-08-01,29.385000228881836,130.96275329589844,13.149999618530273,12.875500011444093,0.4971734903396533
2018-08-02,29.674999237060547,131.59750366210938,12.1899995803833,12.736499977111816,0.6094089977443189
2018-08-03,29.6299991607666,132.45005798339844,11.640000343322754,12.65,0.5590349358555615
2018-08-06,29.704999923706055,132.3459014892578,11.270000457763672,12.57900004386902,0.5973601733512399
2018-08-07,29.895000457763672,132.88580322265625,10.930000305175781,12.49350004196167,0.6665961124660222
2018-08-08,29.700000762939453,133.2647705078125,10.850000381469727,12.35450005531311,0.5632033170715159
2018-08-09,30.489999771118164,132.63006591796875,11.270000457763672,12.289000082015992,0.950867066826337
2018-08-10,30.350000381469727,132.36483764648438,13.15999984741211,12.338000059127808,0.8952566044546033
2018-08-13,30.219999313354492,132.8195343017578,14.779999732971191,12.435500049591065,0.8193254951298032
2018-08-14,30.889999389648438,133.34056091308594,13.3100004196167,12.498000049591065,1.1113938897588924
2018-08-15,30.670000076293945,132.5447998046875,14.640000343322754,12.625000047683717,1.0371390171643795
2018-08-16,30.834999084472656,133.4365692138672,13.449999809265137,12.654000043869019,1.0826086752002944
2018-08-17,31.084999084472656,134.0817413330078,12.640000343322754,12.643000078201293,1.1759686016914168
2018-08-20,31.045000076293945,133.71170043945312,12.489999771118164,12.636500072479247,1.1702777380240375
2018-08-21,30.93000030517578,132.85787963867188,12.859999656677246,12.659000062942505,1.1466362394202165
2018-08-22,30.5049991607666,133.90147399902344,12.25,12.657000064849854,0.9137499383263537
2018-08-23,30.34000015258789,134.812255859375,12.40999984741211,12.670500040054321,0.8058138883066386
2018-08-24,30.325000762939453,136.80447387695312,11.989999771118164,12.61850004196167,0.7298319052241997
2018-08-27,30.219999313354492,137.94297790527344,12.15999984741211,12.513500022888184,0.6417754626542654
2018-08-28,30.395000457763672,137.7532196044922,12.5,12.497000026702882,0.7293545589404101
2018-08-29,30.690000534057617,139.48941040039062,12.25,12.452000045776368,0.8057351273109427
2018-08-30,30.40999984741211,139.2142791748047,13.529999732971191,12.519000053405762,0.6856651656352372
2018-08-31,30.44499969482422,139.3565673828125,12.859999656677246,12.580000019073486,0.6969346979071117
2018-09-04,30.46500015258789,140.2199249267578,13.15999984741211,12.674499988555908,0.6762731837657177
2018-09-05,30.725000381469727,135.3529510498047,13.90999984741211,12.823499965667725,0.9652822296651049
2018-09-06,30.670000076293945,137.08914184570312,14.649999618530273,13.013499927520751,0.8796574209175454
2018-09-07,30.170000076293945,135.8557891845703,14.880000114440918,13.193999910354615,0.6909625571502536
2018-09-10,29.8799991607666,136.690673828125,14.15999984741211,13.243999910354614,0.5277967990824157
2018-09-11,29.045000076293945,138.0283966064453,13.220000267028809,13.165999937057496,0.09494107731661011
2018-09-12,29.145000457763672,139.0530242919922,13.140000343322754,13.157499933242798,0.10572056268800946
2018-09-13,29.469999313354492,140.0586395263672,12.369999885559082,13.043999910354614,0.22130440783709526
2018-09-14,29.764999389648438,140.2578582763672,12.069999694824219,12.974999904632568,0.350947870811563
2018-09-17,29.860000610351562,138.6829833984375,13.680000305175781,13.026999902725219,0.44949767174172617
2018-09-18,29.69499969482422,140.0586395263672,12.789999961853027,13.041999912261963,0.3254507847600305
2018-09-19,29.65999984741211,139.859375,11.75,12.986499929428101,0.3161557344885244
2018-09-20,30.190000534057617,141.58607482910156,11.800000190734863,12.963999938964843,0.5016404098124306
2018-09-21,29.924999237060547,142.35450744628906,11.680000305175781,12.927499961853027,0.3523491324994892
2018-09-24,29.149999618530273,141.46270751953125,12.199999809265137,12.937999963760376,0.024528328565930225
2018-09-25,28.96500015258789,141.90859985351562,12.420000076293945,12.950999975204468,-0.07655489048261434
2018-09-26,29.155000686645508,141.614501953125,12.890000343322754,12.970499992370605,0.021582832963749382
2018-09-27,29.15999984741211,142.32603454589844,12.40999984741211,12.97849998474121,-0.0007609539647090386
2018-09-28,29.139999389648438,142.39244079589844,12.119999885559082,12.907999992370605,-0.012319876815396941
2018-10-01,28.68000030517578,143.05653381347656,12.0,12.865000009536743,-0.24825434066572494
2018-10-02,28.594999313354492,141.99395751953125,12.050000190734863,12.809500026702882,-0.25077594102569833
2018-10-03,28.334999084472656,141.7093505859375,11.609999656677246,12.694500017166138,-0.36125987549703914
2018-10-04,27.985000610351562,139.23324584960938,14.220000267028809,12.673000049591064,-0.43745636436644875
2018-10-05,28.094999313354492,137.90501403808594,14.819999694824219,12.670000028610229,-0.34051192437603495
